mysql,MemoryUsageMax,2022-06-01_13:50:00.000+0000,False,54684.192503275139,62268.531504505139,47118.309442957652,53882.26666666667
mysql,MemoryUsageMax,2022-06-01_13:55:00.000+0000,False,54684.112037308441,62268.531504505139,47118.309442957652,54665.800000000003
mysql,MemoryUsageMax,2022-06-01_14:00:00.000+0000,False,54684.112037308441,62268.531504505139,47118.309442957652,54149.333333333336
mysql,MemoryUsageMax,2022-06-01_14:05:00.000+0000,False,54684.192503275139,62268.531504505139,47118.309442957652,55322.272727272728
mysql,MemoryUsageMax,2022-06-01_14:10:00.000+0000,False,54684.192503275139,62268.531504505139,47118.309442957652,54567.133333333331
mysql,MemoryUsageMax,2022-06-01_14:15:00.000+0000,False,54684.192503275139,62268.531504505139,47118.309442957652,55572
mysql,MemoryUsageMax,2022-06-01_14:20:00.000+0000,False,54684.192503275139,62268.531504505139,47118.309442957652,55221.866666666669
mysql,MemoryUsageMax,2022-06-01_14:25:00.000+0000,False,54684.112037308441,62268.531504505139,47118.309442957652,54528.533333333333
mysql,MemoryUsageMax,2022-06-01_14:30:00.000+0000,False,54684.112037308441,62268.531504505139,47118.309442957652,55271.066666666666
mysql,MemoryUsageMax,2022-06-01_14:35:00.000+0000,False,54684.112013474136,62268.531504505139,47118.309442957652,53980.400000000001
mysql,MemoryUsageMax,2022-06-01_14:40:00.000+0000,False,54684.112013474136,62268.531504505139,47118.309442957652,55185.800000000003
mysql,MemoryUsageMax,2022-06-01_14:45:00.000+0000,False,54684.112013474136,62268.531504505139,47118.309442957652,53980.625
mysql,MemoryUsageMax,2022-06-01_14:50:00.000+0000,False,54684.112013474136,62268.531504505139,47118.309442957652,55542
mysql,MemoryUsageMax,2022-06-01_14:55:00.000+0000,False,54684.192503275139,62268.531504505139,47118.309442957652,55891.666666666664
mysql,MemoryUsageMax,2022-06-01_15:00:00.000+0000,False,54684.192503275139,62268.531504505139,47118.309442957652,55226.933333333334
mysql,MemoryUsageMax,2022-06-01_15:05:00.000+0000,False,54684.112037308441,62268.531504505139,47118.309442957652,54229.400000000001
mysql,MemoryUsageMax,2022-06-01_15:10:00.000+0000,False,54684.112037308441,62268.531504505139,47118.309442957652,53483.866666666669
mysql,MemoryUsageMax,2022-06-01_15:15:00.000+0000,False,54684.192503275139,62268.531504505139,47118.309442957652,54780.73333333333
mysql,MemoryUsageMax,2022-06-01_15:20:00.000+0000,False,54684.192503275139,62268.531504505139,47118.309442957652,52991.533333333333
mysql,MemoryUsageMax,2022-06-01_15:25:00.000+0000,False,54684.112037308441,62268.531504505139,47118.309442957652,54573
mysql,MemoryUsageMax,2022-06-01_15:30:00.000+0000,False,54684.112037308441,62268.531504505139,47118.309442957652,55943.5
mysql,MemoryUsageMax,2022-06-01_15:35:00.000+0000,False,54684.112013474136,62268.531504505139,47118.309442957652,53805.75
mysql,MemoryUsageMax,2022-06-01_15:40:00.000+0000,False,54684.112013474136,62268.531504505139,47118.309442957652,55270.133333333331
mysql,MemoryUsageMax,2022-06-01_15:45:00.000+0000,False,54684.192503275139,62268.531504505139,47118.309442957652,55051.73333333333
mysql,MemoryUsageMax,2022-06-01_15:50:00.000+0000,False,54684.192503275139,62268.531504505139,47118.309442957652,54888.133333333331
mysql,MemoryUsageMax,2022-06-01_15:55:00.000+0000,False,54684.192503275139,62268.531504505139,47118.309442957652,54994.666666666664
mysql,MemoryUsageMax,2022-06-01_16:00:00.000+0000,False,54684.192503275139,62268.531504505139,47118.309442957652,54758.666666666664
mysql,MemoryUsageMax,2022-06-01_16:05:00.000+0000,False,54684.112037308441,62268.531504505139,47118.309442957652,54572.599999999999
mysql,MemoryUsageMax,2022-06-01_16:10:00.000+0000,False,54684.112037308441,62268.531504505139,47118.309442957652,55093
mysql,MemoryUsageMax,2022-06-01_16:15:00.000+0000,False,54684.112013474136,62268.531504505139,47118.309442957652,53729.333333333336
mysql,MemoryUsageMax,2022-06-01_16:20:00.000+0000,False,54684.112013474136,62268.531504505139,47118.309442957652,55365.444444444445
mysql,MemoryUsageMax,2022-06-01_16:25:00.000+0000,False,54684.112013474136,62268.531504505139,47118.309442957652,54109.866666666669
mysql,MemoryUsageMax,2022-06-01_16:30:00.000+0000,False,54684.112013474136,62268.531504505139,47118.309442957652,54314.800000000003
mysql,MemoryUsageMax,2022-06-01_16:35:00.000+0000,False,54684.192503275139,62268.531504505139,47118.309442957652,55494.133333333331
